id,selfreport_date,selfreport_duration,selfreport_finished,DD-1,DD-2,DD-3,DD-4,DD-5,DD-6,DD-7,DD-8,DD-9,DD-10,DD-11,DD-12,DD-13,DD-14,DD-15,DD-16,DD-17,DD-18,DD-19,DD-20,DD-21,DD-22,DD-23,DD-24,DD-25,DD-26,DD-27,BIS-1,BIS-2,BIS-3,BIS-4,BIS-5,BIS-6,BIS-7,BIS-8,BIS-9,BIS-10,BIS-11,BIS-12,BIS-13,BIS-14,BIS-15,BIS-16,BIS-17,BIS-18,BIS-19,BIS-20,BIS-21,BIS-22,BIS-23,BIS-24,BIS-25,BIS-26,BIS-27,BIS-28,BIS-29,BIS-30,UP-1,UP-2,UP-3,UP-4,UP-5,UP-6,UP-7,UP-8,UP-9,UP-10,UP-11,UP-12,UP-13,UP-14,UP-15,UP-16,UP-17,UP-18,UP-19,UP-20,UP-21,UP-22,UP-23,UP-24,UP-25,UP-26,UP-27,UP-28,UP-29,UP-30,UP-31,UP-32,UP-33,UP-34,UP-35,UP-36,UP-37,UP-38,UP-39,UP-40,UP-41,UP-42,UP-43,UP-44,UP-45,UP-46,UP-47,UP-48,UP-49,UP-50,UP-51,UP-52,UP-53,UP-54,UP-55,UP-56,UP-57,UP-58,UP-59,PA-1,PA-2,PA-3,PA-4,PA-5,PA-6,PA-7,PA-8,PA-9,PA-10,PA-11,PA-12,PA-13,PA-14,PA-15,PA-16,PA-17,PA-18,PA-19,PA-20
s0167,9/1/21 21:24,232,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,4,1,1,1,2,2,4,4,4,2,4,4,3,1,4,2,2,2,2,4,2,2,4,2,4,3,2,4,2,4,1,3,2,2,4,1,2,3,4,3,1,2,4,1,4,1,4,3,1,4,1,2,3,1,4,4,2,1,3,4,1,2,1.0,4,3,2,2,1,3,4,1,2,1,4,4,3,2,1,4,3,2,4,2,4,1,3,2,2,4,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0
s0168,9/1/21 21:37,473,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,1,2,4,1,1,3,1,1,3,4,4,4,1,4,4,1,4,1,1,1,1,4,1,1,1,1,1,1,2,1,4,3,3,4,2,1,4,1,4,3,4,4,1,4,2,3,4,2,4,2,3,4,3,4,3,1,4,3,1,2,4,4,2,1,1.0,4,4,4,1,2,4,4,4,1,2,4,3,3,4,1,4,4,2,4,2,4,1,4,4,4,4,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0
s0169,9/1/21 22:52,470,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,3,2,3,3,2,2,3,3,3,2,2,3,3,2,4,1,2,2,2,3,1,2,2,2,2,2,2,2,3,3,3,3,2,1,4,2,3,2,4,4,2,3,2,1,4,1,4,1,1,4,3,4,2,1,4,4,1,2,4,4,2,1,2.0,4,4,4,1,2,3,4,3,1,2,4,4,3,4,2,4,3,3,4,2,3,2,3,2,3,4,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0
s0170,9/1/21 23:10,415,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,4,1,2,3,1,2,4,4,3,2,1,4,4,2,3,1,2,1,2,4,1,2,3,1,2,2,2,2,3,4,2,4,2,1,4,1,4,3,4,4,1,4,1,1,4,1,4,1,1,4,3,4,2,1,4,2,1,1,4,4,2,1,1.0,4,4,2,1,1,4,4,3,1,1,4,4,2,4,1,4,2,1,4,1,4,1,1,2,4,4,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0
s0171,9/1/21 23:16,478,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,3,2,1,3,2,1,3,3,3,2,1,3,2,2,3,2,2,1,2,3,1,2,2,1,2,2,2,1,3,3,2,3,3,1,4,2,3,3,3,3,3,3,3,2,3,1,3,3,2,3,2,3,3,2,3,3,2,2,3,4,2,2,2.0,3,4,4,2,2,4,4,3,1,2,3,4,4,4,2,4,4,2,3,2,3,2,3,3,3,3,5.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0
s0172,9/2/21 01:19,950,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,4,1,2,2,1,1,4,4,2,2,2,4,2,1,2,1,1,2,1,4,1,2,2,1,2,2,3,2,2,2,1,4,4,2,4,1,3,4,3,4,1,4,4,2,4,1,3,4,2,4,1,4,4,2,4,4,2,1,4,4,3,1,1.0,4,4,3,2,1,3,4,4,2,1,4,4,4,4,1,4,4,4,4,1,4,1,4,2,4,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0
s0173,9/2/21 02:50,1081,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,4,1,3,4,1,1,4,4,4,4,1,4,4,1,4,2,1,1,1,4,2,1,4,2,1,4,3,1,4,4,1,4,1,1,4,1,4,2,4,4,4,3,2,2,4,1,4,2,1,1,1,4,1,1,3,1,1,1,3,4,2,1,1.0,4,4,2,1,1,4,4,4,1,1,4,4,1,4,1,4,4,2,4,1,4,1,2,4,4,4,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,1.0,5.0,2.0
s0174,9/2/21 03:57,651,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,3,2,2,2,1,2,2,3,3,3,1,3,3,2,3,2,2,2,2,3,2,2,4,2,1,2,3,1,3,3,2,3,2,1,4,2,2,3,3,4,2,3,2,3,4,1,2,1,2,4,2,3,2,1,4,4,2,2,3,3,2,1,2.0,3,4,4,2,2,3,3,3,1,1,3,4,4,3,2,3,3,3,3,2,4,2,3,3,2,4,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0
s0176,9/2/21 05:38,376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,4,1,1,3,3,4,4,4,1,4,4,1,3,1,1,1,1,3,1,1,1,1,1,1,2,2,2,3,1,3,2,1,3,1,3,1,4,3,4,4,2,1,3,3,3,1,1,3,3,3,2,1,3,4,1,2,3,4,3,2,1.0,3,3,2,1,1,3,2,2,1,1,2,2,2,3,1,4,4,3,3,1,3,1,2,2,4,3,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0
s0177,9/2/21 06:00,385,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,3,1,2,3,1,1,3,3,3,4,3,3,4,1,2,1,1,2,1,3,1,2,3,2,1,2,2,3,3,2,1,4,4,1,3,1,3,3,2,4,1,4,3,1,4,1,4,4,1,4,1,4,4,1,4,4,1,2,4,4,3,1,1.0,4,4,4,1,1,3,4,4,1,1,4,3,4,3,1,4,3,4,4,2,3,1,3,2,3,3,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0
s0178,9/2/21 06:28,663,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,4,2,2,2,3,3,2,3,2,1,2,3,1,3,2,3,3,2,2,2,1,2,3,2,3,4,2,4,3,1,1,3,3,2,1,4,3,3,3,3,2,4,3,4,2,1,4,4,3,2,1,4,1,1,2,3,4,1,3,3.0,3,4,1,1,4,2,4,1,1,4,4,4,2,2,4,2,2,1,2,4,2,2,3,2,2,4,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,1.0
s0179,9/2/21 06:40,827,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,1,2,2,3,2,3,1,2,2,1,2,3,2,2,1,2,4,1,3,2,4,3,2,2,2,3,3,2,4,2,2,3,2,4,1,1,4,2,4,2,4,4,2,4,2,3,3,2,4,4,2,2,2,4,3,2,2.0,3,4,4,2,2,2,4,3,2,2,2,4,4,2,2,3,2,4,3,2,4,2,4,2,2,4,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0
s0180,9/2/21 07:47,4255,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,3,3,1,2,3,3,3,3,1,4,3,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,2,3,1,4,2,1,4,1,2,2,4,4,1,4,2,1,4,1,4,1,1,3,2,2,2,1,4,4,1,1,4,4,2,1,1.0,4,4,2,1,1,3,4,3,1,1,4,4,3,4,1,4,4,3,4,1,4,1,3,4,4,4,5.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0
s0181,9/2/21 06:44,325,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,3,2,2,2,3,2,2,3,1,1,1,2,3,1,1,3,2,2,1,2,2,2,2,2,4,3,2,4,1,4,3,3,4,2,4,3,3,4,2,4,4,4,4,4,4,3,2,4,4,2,2,4,4,3,2,2.0,4,4,4,2,2,4,4,4,2,2,4,4,4,3,2,4,2,4,4,2,4,1,4,4,4,4,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0
s0182,9/2/21 06:54,607,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,4,1,1,1,1,3,4,3,3,4,4,4,4,2,2,1,1,1,1,4,1,2,4,1,1,4,1,4,4,4,1,4,4,1,4,1,2,4,3,4,1,1,4,1,4,1,4,4,1,4,1,1,3,1,4,4,1,1,3,4,4,2,1.0,2,4,4,2,1,4,4,4,1,1,2,4,4,3,1,4,2,4,4,2,4,1,4,2,2,4,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0
s0183,9/2/21 08:18,642,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,3,1,2,4,2,2,2,2,3,4,2,1,4,1,1,3,4,3,2,1,3,3,2,1,3,2,2,1,4,2,2,1,2,4,3,3,2,1,4,1,1,4,3,4,3,4,4,1,4,1,2,4,4,4,4,3,4,2,4,2,4,4.0,2,4,4,3,2,4,4,3,3,2,2,4,4,2,3,2,2,1,2,2,2,4,4,1,1,4,3.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,1.0
s0184,9/2/21 08:30,1023,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,3,1,3,1,1,2,3,4,4,3,2,4,4,1,4,1,2,1,2,3,1,2,3,2,3,2,3,1,4,2,2,3,1,1,2,1,3,2,4,3,2,3,1,1,3,3,3,1,2,3,3,3,1,1,3,1,1,1,2,4,2,1,1.0,4,3,1,2,1,2,3,2,1,2,3,3,1,3,1,4,3,1,3,1,3,1,1,3,3,3,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,4.0,1.0
s0185,9/2/21 08:39,396,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,3,1,3,2,1,1,3,3,4,3,2,3,4,1,3,2,1,1,2,3,2,1,1,2,1,2,2,1,2,3,2,4,3,1,4,2,4,3,4,4,1,4,3,2,4,2,4,2,3,4,3,4,3,1,4,2,1,1,4,4,3,1,1.0,4,4,3,1,2,4,4,4,1,2,4,4,4,4,2,4,4,2,4,2,4,2,4,3,4,4,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0
s0186,9/2/21 09:26,413,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,3,3,2,3,2,1,2,2,3,2,2,2,2,2,2,3,3,1,2,2,2,2,3,3,2,2,2,3,4,2,4,4,3,3,2,3,2,3,4,2,4,2,3,4,2,2,2,3,4,2,3,2.0,4,4,1,2,2,3,4,2,3,2,4,4,2,3,2,4,4,2,4,2,3,2,1,2,2,4,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0
s0187,9/2/21 09:22,304,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,4,3,2,2,2,3,4,1,1,1,1,2,1,3,1,2,2,1,1,3,2,2,1,2,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,2,3,3,2,3,2,3,3,3,3,4,2,2,3,3,3,2,2.0,3,3,4,2,2,3,3,4,2,2,3,3,4,4,2,3,3,3,3,2,3,2,2,2,3,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
s0188,9/2/21 10:09,503,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,3,1,2,2,1,1,3,3,3,3,1,3,3,1,3,1,1,2,2,3,2,2,2,2,1,2,2,1,4,2,2,3,2,2,4,1,2,2,3,4,1,3,3,2,4,2,3,2,2,4,2,3,4,2,4,4,2,2,3,4,3,2,2.0,3,4,3,2,1,3,4,4,2,2,4,4,2,3,2,4,3,2,4,2,4,2,3,4,3,4,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0
s0189,9/2/21 12:15,588,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,4,1,1,2,1,3,4,4,1,1,1,2,2,2,4,1,1,1,1,3,1,1,2,2,2,2,1,2,3,3,2,4,2,1,2,1,3,3,3,2,3,2,2,2,2,1,2,4,2,2,2,3,3,4,4,4,1,1,1,3,2,2,2.0,2,2,4,2,2,2,2,4,2,2,2,4,2,2,4,2,2,4,4,2,2,2,2,2,2,2,4.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,1.0
s0190,9/2/21 12:57,1259,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,3,3,2,1,2,1,3,3,1,2,3,3,2,2,2,3,1,3,3,2,2,1,2,2,2,1,2,2,2,2,2,1,1,4,2,4,1,4,4,3,2,2,4,4,2,3,4,2,4,3,4,2,2,3,4,2,2,3,4,2,2,2.0,4,4,4,2,2,4,4,1,2,2,2,4,4,4,2,2,2,4,3,2,4,2,2,2,2,3,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0
s0191,9/2/21 13:15,531,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,3,1,2,4,1,3,3,4,3,2,2,4,3,2,2,1,2,1,2,4,1,1,2,2,1,2,2,2,3,3,2,4,2,2,4,1,4,2,3,4,1,3,2,2,4,1,4,1,2,4,1,4,3,2,3,3,2,1,4,4,2,1,1.0,4,4,3,1,1,3,4,3,1,1,4,4,2,4,1,4,3,1,4,2,4,1,2,2,3,3,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0
s0192,9/2/21 13:19,435,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,3,4,3,1,3,3,1,1,2,1,3,1,3,2,1,1,1,2,1,2,3,1,2,2,4,3,2,3,2,4,4,2,4,4,4,4,2,4,1,4,3,2,4,2,4,3,1,3,4,1,1,4,4,4,1,1.0,2,4,4,2,1,4,4,4,1,1,4,4,4,4,1,4,1,4,4,1,4,2,4,4,3,4,4.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0
s0193,9/2/21 17:58,399,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,3,1,2,2,1,2,4,3,3,2,2,3,3,1,1,1,2,2,2,3,1,2,2,1,2,1,2,1,1,2,2,3,2,1,4,1,3,3,4,4,1,3,2,1,4,1,4,3,2,4,2,4,4,2,4,4,1,1,3,4,3,1,1.0,3,4,3,1,1,3,4,4,1,1,4,4,4,3,1,4,3,4,4,1,4,1,3,2,3,3,4.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0
s0194,9/2/21 18:31,1549,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,4,2,2,1,2,1,4,2,3,2,1,3,2,2,3,1,2,2,1,3,1,3,2,2,4,3,3,1,3,2,2,2,3,2,3,2,1,4,3,4,3,3,4,2,4,1,1,3,2,2,1,1,4,1,2,4,2,2,1,3,3,2,2.0,1,4,4,3,1,1,4,4,2,1,1,3,4,1,1,4,3,3,3,4,4,1,4,1,2,4,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0
s0195,9/2/21 22:02,460,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,4,1,1,1,1,2,4,3,2,2,1,4,3,1,1,2,1,2,2,4,1,2,2,1,3,2,2,1,1,2,1,3,4,1,3,1,4,4,1,3,4,2,3,2,4,1,3,4,2,4,1,2,4,3,3,4,2,1,3,4,4,1,2.0,3,3,4,2,1,2,4,4,2,1,3,4,4,3,1,2,4,4,3,1,4,1,4,4,3,4,3.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0
s0196,9/2/21 23:59,566,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,3,1,2,4,1,1,3,4,4,3,1,4,3,1,4,1,1,1,1,4,1,1,1,1,1,1,3,1,4,3,2,4,3,1,4,1,3,3,4,4,1,4,3,1,4,1,4,1,1,4,1,4,3,1,4,4,1,1,4,4,3,1,1.0,4,4,2,1,2,4,4,3,1,2,4,4,3,4,1,4,4,1,4,1,4,1,2,4,4,4,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,3.0,1.0
s0197,9/3/21 00:30,446,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,4,1,2,2,1,3,4,4,3,4,3,4,4,1,2,1,1,3,1,4,2,1,2,2,1,2,2,3,2,4,1,4,3,1,4,1,3,4,4,4,1,4,3,1,4,1,4,3,1,4,1,2,4,2,4,4,1,1,4,4,4,1,1.0,3,4,4,1,1,4,4,4,1,1,4,4,4,3,1,4,3,3,4,1,4,1,4,3,4,4,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,5.0,1.0,4.0,2.0
s0198,9/3/21 01:41,546,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,3,2,3,2,2,3,3,3,3,2,3,3,2,2,1,1,2,3,2,3,1,2,3,1,2,2,2,2,1,3,1,3,3,2,3,2,2,3,3,3,2,3,2,2,4,2,3,2,2,4,2,3,3,3,4,2,2,2,3,4,3,2,2.0,2,4,1,2,1,3,4,3,2,2,3,4,4,4,2,3,2,1,4,3,3,2,1,3,3,4,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0
s0199,9/3/21 06:40,435,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,4,1,3,3,1,1,4,4,4,3,1,4,4,1,3,1,1,1,1,4,1,1,2,1,1,2,2,1,3,3,1,4,3,1,4,1,4,2,4,4,1,4,3,1,4,1,4,4,2,4,2,3,4,1,4,2,1,1,4,4,3,1,1.0,4,4,1,1,2,4,4,4,1,1,4,4,4,4,1,4,4,2,4,2,4,1,2,3,4,4,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,1.0
s0200,9/3/21 07:03,683,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,3,3,2,2,2,3,3,2,1,2,2,3,2,3,2,2,3,2,3,2,2,2,2,4,2,2,1,2,2,2,2,2,2,3,2,3,2,1,2,2,2,3,2,3,1,2,4,2,2,3,2,1,3,2,2,2,2.0,2,3,3,2,2,2,3,3,2,1,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,3,5.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,3.0
s0201,9/3/21 10:44,1824,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,3,2,3,2,1,1,3,3,4,2,2,3,4,1,2,1,1,1,2,4,1,2,1,2,1,2,2,2,4,3,2,3,2,1,4,2,3,1,4,4,1,4,2,1,4,1,3,1,1,4,2,3,3,2,4,1,1,2,3,4,1,1,2.0,2,4,1,1,2,3,4,2,1,1,3,4,1,4,1,4,2,1,3,2,4,1,1,2,3,3,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,1.0
s0203,9/4/21 22:27,442,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,4,2,3,3,1,1,3,3,3,4,2,3,4,2,3,2,2,2,2,3,2,2,1,2,2,1,2,2,3,3,2,4,2,4,4,1,4,2,4,4,1,4,2,1,4,1,4,1,1,4,2,3,2,1,4,4,1,1,4,4,2,1,1.0,4,4,4,1,2,3,4,2,1,2,4,4,2,4,2,4,3,4,4,1,4,1,2,3,3,3,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,5.0,1.0,4.0,1.0,5.0,5.0,1.0,4.0,1.0
s0204,9/6/21 06:42,420,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,1,4,3,3,4,2,4,4,2,4,1,1,1,2,4,1,2,2,2,2,2,2,2,3,3,2,4,3,1,4,1,2,3,3,4,2,3,2,2,4,2,3,3,2,4,2,4,4,1,4,4,1,1,4,4,4,1,2.0,3,4,4,1,1,3,4,4,1,1,4,4,4,3,2,4,3,3,4,2,4,1,3,3,4,4,5.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,5.0,4.0,1.0,4.0,1.0
